a,b
3018,5370
6754,495
15553,16202
6418,25042
3482,1396
9199,3828
1338,4704
18928,12898
10892,8051
10907,16106
9752,1048
3381,2859
27753,25349
591,645
7953,5358
23189,8338
17738,2431
2852,455
22437,7402
3855,2787
15147,4223
3725,1530
7460,1777
7232,428
2895,80
4247,2364
16978,2394
1607,18110
5647,5981
6785,5162
8237,2485
4955,4886
11437,640
433,8209
8816,7238
16754,3981
5071,15436
536,605
6479,18654
23479,14429
1945,1050
8687,11783
17933,12147
15806,14707
1668,10625
526,427
24223,19083
5723,1434
397,205
8423,9807
9466,3898
6036,769
1439,913
11091,7183
3339,20823
6029,456
10529,10908
7910,3355
12798,22457
26028,11548
3837,3760
4512,2039
12332,5507
17106,8054
2431,1289
10983,3666
12625,1140
13531,3984
17968,3041
5409,5001
27176,24678
18491,7106
2211,1361
679,15159
3726,1405
21801,4839
13478,2596
29168,5061
17009,6494
26393,17625
11136,2508
6912,14769
5417,5790
13898,3223
13648,9107
16546,20453
3296,26472
19434,4005
12605,9320
5888,1396
184,3217
12246,10618
281,313
8684,7058
22102,1800
3540,549
17306,23317
7928,4381
29518,16831
9955,9005
6148,4946
3579,2962
23203,17015
5449,3708
6690,5665
22507,12896
3105,2437
1975,1966
137,299
23071,734
528,2264
12595,20276
24962,10532
1451,710
16060,3780
8226,12979
23747,7116
1900,667
448,1935
1291,25124
10556,4362
26324,7732
20561,606
2513,2367
6473,9764
27262,26386
10521,4182
2191,826
10703,4474
26030,2046
3333,2988
5420,9593
11177,1815
23755,14973
3186,2397
28616,13928
19213,19837
15751,15062
16222,3538
14770,11019
9709,2421
19604,17230
20206,18018
23821,17239
3471,4503
26942,21685
17882,5882
11371,10173
16255,11958
284,225
27593,24734
2975,4052
24185,2581
2275,3556
4968,19587
4554,1790
8734,431
19510,15735
28671,8008
16952,16058
10737,16545
26871,17443
22397,5452
12074,14875
2671,2087
12263,6397
17445,567
13540,10667
2097,3570
13610,8017
4412,2006
9473,8292
3262,7281
5581,6259
3462,5275
11773,1582
18573,8704
3707,1527
9316,7164
21869,14039
10995,7590
25496,326
1359,12732
9607,12357
26801,2870
18263,11649
15870,3686
22117,16355
8159,12872
6421,12187
1023,366
15008,7603
8360,127
12827,4653
21825,20527
6398,1084
23218,21053
21109,2559
26203,18157
28316,19648
5548,17066
12723,4052
3211,2161
367,1623
17520,1250
26367,19887
5656,3608
687,8558
11496,6148
26780,5656
18197,14676
756,504
6550,7259
12358,8257
1537,1711
8195,5138
20300,4574
2754,2649
4949,11473
21332,2895
1401,8387
8731,1756
7416,4220
2089,130
14372,2981
15371,22274
11241,9846
11655,2951
23300,17742
27068,8393
28679,4147
20481,360
11706,8228
12,784
15052,11127
10336,8808
6152,4207
3011,1880
11159,10532
29104,1867
22442,6417
11354,7290
3847,1869
4914,6958
21705,9865
5517,1201
14478,10927
9,127
12325,13598
6254,2364
10549,14809
28381,27036
22041,25470
14415,10283
23882,13929
24929,14836
4208,3915
10819,13433
9319,11834
17315,15757
118,46
21638,1859
5519,4939
875,27328
4925,205
14810,4260
9751,1658
28475,4712
3928,1835
12753,10096
9002,8476
8662,4702
5850,3989
2353,435
12360,6530
15694,21689
1911,87
18729,8796
22774,13070
11897,5888
26096,21088
4037,14042
17634,12045
26556,17575
2063,5201
27003,12477
13642,645
16849,14707
13342,2882
9160,1205
11200,7282
15815,15271
11209,6975
11773,9198
16470,13926
5827,1457
5310,3469
21012,12460
17172,1814
743,16198
24252,21174
25009,1654
770,482
10250,67
29289,12999
2967,6035
10333,1170
26603,5086
4807,2619
27053,9765
7328,23345
17828,19993
9566,2309
3115,21
17690,14445
552,709
5283,9915
26216,16815
20836,11613
24513,16664
15615,12669
499,188
21439,20285
23779,8889
764,624
3350,8620
4142,7833
24398,15684
26401,22096
2530,4766
1525,1347
4236,4050
82,5872
26811,26660
22653,2477
1447,12561
14699,7980
2987,580
18665,14959
8239,7060
11860,21634
3225,2648
20222,14249
12198,9535
20333,15044
232,78
3705,1169
29480,11554
13942,11670
18169,8242
21158,12779
24133,5804
6102,2441
25684,5030
4118,1419
13158,4745
513,11798
2522,954
9973,9334
14314,8560
9872,11741
14100,9761
16199,11601
3303,7159
147,882
1574,1660
12645,13425
19382,16264
1043,117
1336,1001
4340,823
1391,589
11231,519
7370,2320
2301,1685
1617,2965
4554,3957
19356,12879
23741,20759
27858,23903
1882,1555
21889,10113
29504,4343
27710,25856
15734,11995
16873,4330
1812,1449
12291,61
1062,492
21948,20282
783,709
4936,2159
18224,11237
1094,925
11945,4092
1177,999
1004,1366
12047,11021
2109,722
19721,955
27515,11099
5943,5501
18090,2163
4387,2527
871,835
18724,8230
2440,1887
6200,1615
6155,4576
13732,9755
80,8439
17113,19771
26344,22227
28201,25532
19034,2826
4859,1673
5354,2025
4215,9266
19874,752
11949,5900
3105,2552
5954,9129
10424,9958
1388,2553
5064,1374
4560,4058
22571,15003
26974,19920
2416,1656
3135,2037
3427,6978
28734,2287
15213,5252
6213,5522
23482,21288
19831,590
3699,7850
28438,8831
12039,11497
24691,23605
730,88
22825,3597
986,206
8787,3155
20426,19367
15316,14164
8121,2573
2412,4018
25075,19543
1382,1167
11485,6288
13654,3198
26317,18817
2499,354
5869,13495
11213,5538
6894,4336
9798,3073
6530,12885
24853,2082
7359,6353
14793,9623
15778,13293
28780,6480
13351,5372
2974,3992
4254,2712
21209,19068
10130,4599
21176,9384
9406,13422
11770,7491
17361,12436
9370,1087
8713,3856
20525,17874
829,88
21990,11820
27979,1650
4995,507
70,36
1958,1737
5468,3044
13863,12644
24492,18896
5467,3400
29696,17022
28508,8281
23834,844
29237,1464
25141,2931
17879,10634
1493,3771
3748,11250
10001,13408
25774,19847
4160,12454
6517,2980
16365,2620
4376,2242
18366,14917
13153,2621
23196,10439
28443,26463
11934,2924
2977,1017
24129,23257
10499,6711
27306,17030
9796,9037
2819,15263
829,2886
441,337
2486,4428
27450,1442
9735,1188
25364,1894
28058,1521
9381,7771
1217,669
9560,7627
22350,16777
2193,1929
2,1225
11429,4875
18175,5001
20,2
7546,13473
10680,4698
2431,12091
2572,4254
3075,10781
23625,767
2721,1236
12679,5909
4153,8542
9086,2688
21462,12790
25890,2152
19683,12498
24919,21262
1529,878
3170,2476
17449,3375
12991,19859
16690,2734
29616,21928
16923,5264
13391,7347
1514,1692
2908,3891
4605,3505
19279,16439
6401,1754
9010,1265
12383,11857
24768,135
25843,14255
14280,8519
5291,13166
26756,24629
9308,4634
15425,19357
1999,1237
28632,20452
2624,4747
12670,689
4513,4171
9534,9165
26940,595
8913,6825
21605,1797
29718,15227
23477,19248
20182,3782
5811,10197
11017,1371
1385,10305
23642,12801
551,3724
4600,2182
17288,17003
21018,19075
3594,8239
22853,7950
28152,15225
2070,16456
7884,6955
6453,3787
701,644
22856,17744
15628,14633
941,149
23002,8301
24485,3848
12422,4176
4321,2805
2289,1896
24039,8949
5470,4847
13356,3630
19866,8097
25855,11581
4457,4053
29668,14276
2110,1718
1348,1292
270,2650
23440,13824
24497,9251
5392,301
5413,3485
17634,10801
12757,10893
23761,16805
15887,14966
1152,666
7282,4930
5311,12233
4725,545
21386,5514
1209,1075
19854,3960
3426,22529
5156,12026
79,423
17316,13826
1012,5103
1596,972
27308,24086
15806,5356
556,161
24074,8331
10944,2644
15683,1600
20083,16029
13190,13062
6835,17157
4911,646
17258,16289
2274,2936
17612,2664
5602,3175
18771,3366
13315,2784
901,268
5587,4145
24265,21096
2050,236
22688,21494
11619,11001
7319,7184
1262,272
17945,817
24749,18263
16375,2498
1723,2731
724,1107
18042,5002
1084,999
7076,5311
11562,6972
16536,2068
22836,20109
29210,26881
18883,3947
12070,3619
9225,1789
25524,21253
4104,3483
29,389
28627,8392
15044,5576
4442,16381
28029,7626
1826,13440
5352,1736
6470,5655
9387,2642
25846,19466
17187,11557
5984,5844
164,146
346,1373
15056,2440
9516,3801
22253,1092
9028,15675
18166,13618
16434,3219
10956,3230
15227,14208
24080,25860
9813,6359
5559,5096
7266,5643
14497,6619
10793,6359
27376,16027
6763,2575
21177,2275
25178,9004
16197,10632
1346,3271
8070,3044
2514,10541
13273,11422
23369,19617
19423,12531
14220,8280
21401,18394
29527,5492
8615,1212
2902,10
25747,11349
12967,980
21163,20144
21734,16809
18382,16229
25227,12382
14850,26153
9637,12498
2126,2456
20376,6170
28942,8792
1690,2270
19978,16507
1535,311
4161,618
6645,6609
26961,11149
4038,3354
2094,8438
20765,1307
9066,9765
1027,439
4902,3233
7321,2579
12337,9662
18386,7237
10611,11416
28998,25686
28889,12899
19658,11619
4416,759
3746,880
22471,14043
1838,1435
13008,5243
14845,1038
27055,1295
2336,2326
9400,9566
13905,1661
924,822
1867,1302
26538,20153
9184,7403
13018,4542
11847,9425
28468,1096
12445,36
11170,7995
24534,6677
28882,12407
29617,14812
14250,9241
1352,1363
12512,10507
26937,19037
11824,14027
11294,11215
19905,303
3021,1521
4809,1694
7103,5527
7545,7343
11338,8442
17849,1628
2040,1150
5598,5146
22012,9310
4202,817
8811,3168
10909,5719
16344,6082
10317,3263
13682,15274
19931,1437
10411,4263
3368,622
382,5798
976,3075
4106,2918
3991,15255
7031,8495
19006,8062
2,91
18877,17296
13702,3403
7182,1401
16223,9452
3320,21699
26514,23187
5282,4290
1091,6333
253,2553
6323,4631
7727,4240
25951,7999
4575,18415
14422,6405
11802,19708
20989,4695
12666,3275
9239,1551
14368,1546
29100,18404
3474,894
7284,6244
15634,7766
22627,14220
3579,1715
6780,3235
9172,285
5610,5624
9262,2446
5911,1944
2797,375
14189,5442
26023,24396
8543,21235
3861,4348
25927,13830
1050,1859
310,1008
8810,7417
11639,10473
19123,3012
12660,13779
18469,8919
7255,3324
14907,7992
17928,106
1011,18885
4291,3327
16240,14614
1642,11448
8464,2325
23567,5481
16442,13357
13657,6556
13090,5927
11751,3759
16307,9809
28208,27304
7015,20167
8169,1463
22171,2448
11171,27186
4878,2773
15436,10647
6345,403
18104,8404
11408,7921
3173,2665
8691,14546
4685,3853
5394,2383
5968,2664
2009,711
15567,22758
29096,28616
15253,13451
14248,6022
28298,7165
4397,298
2939,1824
2976,790
5946,687
9802,8005
1720,1021
9277,5042
16184,4393
16875,6053
22244,16007
24975,14430
3332,17937
23808,8562
2725,4153
16175,8455
3132,1504
4600,12747
7106,6695
9968,5995
20208,9385
27073,90
23397,18956
24792,10619
27561,14500
6374,13787
24317,6393
6488,6184
2009,1560
13061,13127
16638,4381
23425,23535
24719,6205
29339,1828
489,241
29264,18708
12711,7292
2127,1203
11803,12316
22723,4802
463,269
9377,8995
11327,10695
1355,639
10705,5405
110,594
12647,5435
24638,20361
25853,5216
29375,51
27215,10876
5452,1362
20896,16170
28811,21819
6438,5764
18340,6313
12690,7116
9331,4422
6695,1760
28143,7031
28293,22538
12936,3243
12440,1850
21361,2241
5007,4769
8786,2192
4702,6320
4062,612
26604,3509
10280,7213
3933,2621
2182,796
13310,7677
13573,16472
24903,7941
10849,8870
19031,2299
2311,1565
9396,6468
11905,9889
26137,22249
378,2418
26295,15122
24806,18350
18890,881
7803,3279
15619,8212
22018,3136
11055,7495
2554,2215
3426,111
5969,5146
16880,3250
1316,4189
5,4
10191,3725
6594,6408
5786,4835
13254,3678
28181,9860
4327,1866
17236,8389
235,518
2558,109
2998,1758
3245,395
12099,495
6118,18030
8155,7444
17471,16424
901,26278
21130,10572
7883,634
10776,4896
635,470
2322,18999
23803,7500
7725,1616
1845,254
28526,6714
23433,625
895,793
5077,3661
1827,6363
20650,13564
25834,24741
19234,16582
1314,1001
23514,14816
4760,5893
20518,14143
18257,6836
1916,2760
2556,1678
15856,5679
1332,709
1133,25257
24799,21791
23212,13091
23966,15142
17273,21565
24519,4629
1240,9597
22871,18673
66,9736
2357,4092
5003,4617
7793,1441
11624,7839
7439,5417
7080,17158
561,304
25474,7386
20260,17956
25634,24427
9085,3361
27365,7066
4386,20770
10322,2975
29353,6444
4687,2779
3557,5066
22055,15770
8727,1899
25695,23472
26953,24150
2735,682
4945,3929
6926,872
1256,2362
21843,15998
19009,834
12879,13174
17272,9235
15422,7264
870,326
3165,1278
22086,19260
7159,17110
7957,5761
3819,21375
17491,6811
162,129
19271,2802
27065,17274
7269,18319
19436,15934
22030,3817
17405,11450
21534,1432
23575,16778
10419,6778
22821,15943
2141,2944
25730,26221
366,387
412,255
7059,4233
19628,25903
7792,7592
27613,3094
19559,5619
15341,4775
7764,7305
8893,4429
6235,4958
28339,13945
16064,10595
25486,12523
11342,5841
29420,17487
10414,7263
8519,5999
18586,7035
22281,9711
26815,14802
3259,2962
4099,1633
1218,2497
6576,3642
1494,70
19107,1383
24943,4261
9855,3083
4187,6612
21245,50
4408,1094
7410,21797
2924,665
1093,4313
5877,19583
15780,3064
12521,8914
22356,1905
4327,5550
23090,10093
10063,7735
2453,886
8238,4851
2138,20631
29173,10359
1877,1597
1138,3121
107,2359
5368,590
21496,5454
11802,3915
20662,10503
12793,2306
4159,1141
21373,11439
13824,4828
7975,4878
19220,1410
1640,20679
6344,5520
4823,6392
15641,4950
9094,4069
8178,2669
365,2797
20497,16007
211,423
13293,15001
6094,5746
3975,1927
3805,3190
21743,18571
3691,1594
5462,2717
10916,7683
11093,10064
16324,9823
27124,4944
16277,2390
18091,12607
20708,10373
210,164
7954,2148
24817,5377
26504,5673
6155,10167
5467,2219
5142,3325
16417,6311
21751,14002
1667,1573
433,1564
6228,3
7931,3534
27335,4443
15021,12772
11751,3270
8397,549
19062,3918
26915,5192
640,169
6584,4790
10533,673
17112,13440
15195,9532
1084,13861
5693,775
1700,998
8228,7844
21355,20247
42,302
19810,6083
22609,19921
24080,11815
15352,15038
12189,1970
4798,3799
6276,3706
195,17791
11645,3368
16924,2012
22275,8852
4141,3941
29367,1486
1562,1259
3384,2754
5979,418
10364,8767
12212,7417
17376,8052
9715,7751
7414,1508
1275,113
5457,3533
26250,6944
26157,16245
27137,13237
806,2215
2456,2311
1934,19386
5196,3345
27519,16162
7956,5352
9874,9483
25308,2419
9096,3576
14847,12168
921,389
7022,1863
13972,5931
19868,13891
11884,7474
16766,9721
16031,15434
4051,3176
8582,793
15759,4038
15091,7596
13652,2310
16325,320
19027,4726
3422,3155
15504,1774
799,2558
18320,11410
2184,17251
14243,11596
18844,8113
28100,22257
23704,10564
4074,565
9672,18001
15114,11389
584,133
358,272
7763,6056
13592,11465
13960,3203
8947,617
3467,8683
499,1606
18787,9706
16781,3759
15820,7033
6420,1118
2448,316
6192,1761
13531,15917
11464,22526
1155,745
6137,2459
717,296
3925,1771
2325,1126
12062,1619
2699,4021
21153,8490
4764,11699
16769,4312
25105,17363
253,264
825,895
13474,8255
9202,1016
19553,4717
4072,2272
358,4234
28918,11130
4843,9494
8169,1803
5358,4693
954,1520
967,16150
15550,2776
27307,18822
25667,1880
14993,3432
19572,10348
21805,2167
17489,6823
11307,8613
3771,2703
4928,1582
7179,19400
937,631
22559,1841
24497,5858
23270,10584
17217,13342
3446,446
13283,8024
1366,5492
16908,13128
7483,3937
29569,21311
740,467
15351,10780
4118,10513
20833,18459
19916,1541
7083,3063
9012,7238
16125,16067
5426,2975
4788,8869
26085,8545
10935,10445
21539,20804
7736,3210
24090,21830
14645,12878
18392,14334
19844,6857
4137,14529
1588,2115
4512,3194
2021,262
23686,3143
19795,3697
1698,235
18350,13243
27216,2070
10159,4454
316,5908
2043,21137
14915,1075
11929,2580
9268,6926
6063,5594
1215,17546
2216,5464
2200,4733
15356,14161
11198,8509
23,3
14178,8384
7366,3010
5473,1735
6406,9617
2354,4266
17974,14388
22758,20584
945,458
10873,7987
3136,551
11373,3206
16440,825
3712,1284
8195,6970
7208,6874
17497,11754
29429,7930
12688,5226
2298,1321
1135,3297
16778,536
7241,958
2771,1046
6614,8395
25069,3743
318,1025
4558,307
3870,35
493,4069
11158,2896
4221,203
29297,24031
2703,6
7871,7192
4618,10772
177,492
23527,2026
10359,5900
27091,20823
915,714
18726,17306
1140,1595
13698,2417
16621,13218
29699,6390
886,6358
13113,11526
11937,625
4435,1070
14543,12395
23693,21223
7974,4919
7347,9374
1385,3674
3587,1366
15045,12710
10434,5226
16908,3186
876,991
10942,8778
8328,1167
2047,577
28395,6289
8643,4906
2631,356
15668,10282
21388,1565
27303,7324
4019,961
11125,3373
17087,7691
7869,9407
7697,6046
14688,5383
15973,18255
8268,5598
28426,3873
4027,16805
934,19
17498,14319
13140,26509
8300,5396
22287,2573
1736,343
26825,3144
17201,3873
3208,628
14682,2495
20491,17882
9226,5366
20487,5608
2373,3784
24062,23014
14708,1847
9997,8910
2378,3481
13269,7913
21942,20617
9600,9712
27566,20387
3757,8169
6099,1599
15474,5984
11275,6916
27692,8494
18519,2673
26501,24774
11862,9041
783,6081
5660,148
11032,7819
24222,11929
17277,6234
17274,5881
2189,1389
10336,4975
1867,200
16380,11722
3021,144
25257,8541
3362,76
10876,17275
728,1484
10501,9865
22069,15572
4125,3347
11977,7254
10996,6781
10270,13264
19792,7791
20284,14700
4680,1989
19113,3513
29520,26738
12120,1766
23744,17010
14351,10465
10561,7314
24743,15140
24057,603
27618,22860
8654,5346
4355,2777
1718,3121
9388,17176
8072,8649
6909,2892
22873,2715
17481,9125
5268,13039
12859,2409
25729,9662
1190,997
29223,4969
1298,7127
4535,6724
19014,5865
9884,4797
5577,6210
17303,6812
28210,23933
8443,8132
6560,2627
8555,2835
4355,9061
29123,21721
15510,6565
617,471
20854,13637
29468,5237
216,408
26044,14766
21248,4607
12872,2961
27848,2214
1504,2333
23814,18032
20023,6660
1903,120
3668,355
7668,10
9710,19374
8924,1869
16886,11644
23155,6071
25232,7468
3658,488
20450,18640
6164,3863
917,954
16211,7409
2518,837
6481,9496
8265,7819
22629,18228
8739,6822
15910,12591
16848,15693
13142,12596
5697,1816
17350,11081
23285,9492
5375,1833
3817,6760
846,1798
1710,3035
6125,4721
15392,1158
8497,633
2104,8866
7139,3677
27810,5176
2942,4295
7176,548
14273,7199
19848,3170
16428,15003
26382,15102
10567,7428
11004,9890
14953,10271
1320,943
86,1109
552,313
139,99
6133,2120
2250,2034
19750,4152
19209,3154
7741,18553
20916,8494
6138,3577
16579,802
11575,13151
9355,2366
23291,7055
4323,6217
4484,771
3580,13947
8917,4177
518,207
20035,13467
5574,11919
23656,23045
28423,14185
1066,21026
10354,13635
12146,27951
1765,711
626,846
46,21842
1989,1747
12134,4889
280,344
26671,23591
14894,11170
14739,11860
8230,1390
14121,3994
8143,4027
132,316
10742,8791
14194,9699
11904,8736
4570,1632
7132,7402
16540,25367
9106,7601
10447,6305
11116,5105
18268,13217
9078,1437
62,4
808,12795
1520,3928
28115,5015
1817,1724
13930,1797
19828,16185
1076,289
17204,2593
18629,11892
409,3419
17147,10481
8202,4609
11131,3102
12193,11616
6119,5768
10256,422
10427,6267
15474,16364
16502,21530
577,111
21607,21028
9228,9138
18853,13786
20910,5705
2866,3307
21228,10249
3961,3358
25540,10790
20991,18512
5648,1154
13633,1617
21119,2746
23583,7862
14939,10961
4817,4502
6380,1502
3966,1925
2226,15817
373,230
6121,3411
498,3725
11352,17907
20693,17755
7821,7577
84,990
12173,7440
24630,6419
1797,852
183,922
26469,25595
24872,16593
26785,21415
670,6329
20665,19819
17853,15719
13133,10637
14145,11449
20677,12235
1506,872
14924,12218
2607,3811
22899,16036
17068,1926
23336,1802
28108,5350
15558,11833
13399,14197
14447,12740
12139,18130
27158,5248
8550,2057
24991,2888
27275,4293
1210,2007
3164,1282
20540,13844
6888,5693
16851,9859
10702,5527
17660,5426
24049,16808
5101,440
8058,449
19103,7443
23747,8682
23638,3120
1517,7559
29307,26289
29178,19684
15902,10021
6328,758
11065,2518
263,439
10935,644
28751,571
20827,18660
2918,2870
9976,1675
7,5686
1569,1172
21890,7312
18476,12692
17540,1574
5329,4028
1615,345
17635,15683
3088,2462
3719,17996
1783,1047
2532,9467
17858,16695
14679,12911
22025,6468
19796,7877
13574,10321
22513,5488
20177,12868
6095,5900
7309,20865
42,37
21757,12231
208,837
8688,6847
18423,5553
9820,1578
1409,561
354,3658
6797,4968
4791,7937
28349,1390
487,11787
1865,1432
5291,1906
6347,12813
131,374
15936,7820
7009,22098
11580,8514
16433,19605
3477,2047
3366,2914
4795,7004
15347,363
21665,4468
27473,5041
29752,10389
27633,27141
4868,4071
5384,3042
20328,87
10038,7598
3120,4854
13532,15042
7790,3727
27108,23193
9827,7322
23668,11729
21932,21096
2227,6239
1370,1294
14577,14439
9641,6338
4487,6957
20440,9498
7989,7235
12298,1231
22848,13158
10034,9830
23277,10439
344,3127
2924,3095
4584,4389
6827,19116
1023,225
19187,7176
23245,9314
28615,18010
905,872
12960,7186
24923,24166
8482,7479
16193,3100
9177,4751
8619,3658
10060,1857
9720,2834
16357,4554
18513,9724
978,68
6267,4083
6555,3718
26552,2020
1428,2250
15974,7193
23057,22531
4239,3143
7728,5199
5791,6713
6837,1740
4667,7004
16964,8938
21975,6110
6664,14
10357,4378
4429,2722
28107,9351
12727,8881
182,7867
27607,21110
13295,4874
14307,5662
11507,5327
2977,585
809,15461
26858,10301
11656,528
29570,10670
716,566
16315,8349
3604,2573
77,108
4684,6900
12685,8706
